----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #410 2% exposure, 8 km/hr windspeed
Sector: #411 62% exposure, 29 km/hr windspeed
Sector: #412 81% exposure, 59 km/hr windspeed
Sector: #413 62% exposure, 27 km/hr windspeed
Sector: #414  -- no data -- 
Sector: #415 88% exposure, 30 km/hr windspeed
Sector: #416  -- no data -- 
Sector: #417 62% exposure, 22 km/hr windspeed
Sector: #418 98% exposure, 22 km/hr windspeed
Sector: #419 34% exposure, 23 km/hr windspeed
Sector: #420 50% exposure, 18 km/hr windspeed
Sector: #421 50% exposure, 19 km/hr windspeed
Sector: #422 39% exposure, 27 km/hr windspeed
Sector: #423 39% exposure, 29 km/hr windspeed
Sector: #424 73% exposure, 48 km/hr windspeed
Sector: #425  -- no data -- 
Sector: #426 53% exposure, 56 km/hr windspeed
Sector: #427 44% exposure, 49 km/hr windspeed
Sector: #428  -- no data -- 
Sector: #429 60% exposure, 23 km/hr windspeed
Sector: #430 7% exposure, 21 km/hr windspeed
Sector: #431 52% exposure, 19 km/hr windspeed
Sector: #432 49% exposure, 13 km/hr windspeed
Sector: #433 70% exposure, 28 km/hr windspeed
Sector: #434 8% exposure, 2 km/hr windspeed
Sector: #435 48% exposure, 25 km/hr windspeed
Sector: #436 69% exposure, 16 km/hr windspeed
Sector: #437 78% exposure, 48 km/hr windspeed
Sector: #438 60% exposure, 46 km/hr windspeed
Sector: #439 17% exposure, 32 km/hr windspeed
Sector: #440  -- no data -- 
Sector: #441 57% exposure, 23 km/hr windspeed
Sector: #442 34% exposure, 18 km/hr windspeed
Sector: #443 23% exposure, 44 km/hr windspeed
Sector: #444 41% exposure, 28 km/hr windspeed
Sector: #445 32% exposure, 15 km/hr windspeed
Sector: #446 63% exposure, 8 km/hr windspeed
Sector: #447 33% exposure, 31 km/hr windspeed
Sector: #448 43% exposure, 54 km/hr windspeed
Sector: #449 55% exposure, 20 km/hr windspeed
Sector: #450 42% exposure, 27 km/hr windspeed
Sector: #451 36% exposure, 19 km/hr windspeed
Sector: #452  -- no data -- 
Sector: #453 93% exposure, 2 km/hr windspeed
Sector: #454 73% exposure, 36 km/hr windspeed
Sector: #455 55% exposure, 42 km/hr windspeed
Sector: #456 62% exposure, 49 km/hr windspeed
Sector: #457 36% exposure, 23 km/hr windspeed
Sector: #458 31% exposure, 30 km/hr windspeed
Sector: #459 84% exposure, 22 km/hr windspeed
Sector: #460 10% exposure, 12 km/hr windspeed
Sector: #461 12% exposure, 61 km/hr windspeed
Sector: #462 47% exposure, 30 km/hr windspeed
Sector: #463 64% exposure, 13 km/hr windspeed
Sector: #464 60% exposure, 38 km/hr windspeed
Sector: #465 45% exposure, 31 km/hr windspeed
Sector: #466 91% exposure, 13 km/hr windspeed
Sector: #467 57% exposure, 32 km/hr windspeed
Sector: #468  -- no data -- 
Sector: #469 54% exposure, 34 km/hr windspeed
Sector: #470  -- no data -- 
Sector: #471 31% exposure, 36 km/hr windspeed
Sector: #472 33% exposure, 31 km/hr windspeed
Sector: #473 76% exposure, 53 km/hr windspeed
Sector: #474 37% exposure, 38 km/hr windspeed
Sector: #475  -- no data -- 
Sector: #476 71% exposure, 28 km/hr windspeed
Sector: #477 84% exposure, 11 km/hr windspeed
Sector: #478 74% exposure, 42 km/hr windspeed
Sector: #479  -- no data -- 
Sector: #480 100% exposure, 10 km/hr windspeed
Sector: #481 44% exposure, 23 km/hr windspeed
Sector: #482 81% exposure, 27 km/hr windspeed
Sector: #483 21% exposure, 29 km/hr windspeed
Sector: #484 60% exposure, 13 km/hr windspeed
Sector: #485 36% exposure, 43 km/hr windspeed
Sector: #486 53% exposure, 2 km/hr windspeed
Sector: #487 90% exposure, 26 km/hr windspeed
Sector: #488 61% exposure, 60 km/hr windspeed
Sector: #489 73% exposure, 32 km/hr windspeed
Sector: #490 23% exposure, 32 km/hr windspeed
Sector: #491 14% exposure, 27 km/hr windspeed
Sector: #492 52% exposure, 37 km/hr windspeed
Sector: #493 15% exposure, 30 km/hr windspeed
Sector: #494 1% exposure, 9 km/hr windspeed
Sector: #495 71% exposure, 30 km/hr windspeed
Sector: #496 5% exposure, 23 km/hr windspeed
Sector: #497 32% exposure, 24 km/hr windspeed
Sector: #498 46% exposure, 3 km/hr windspeed
Sector: #499 4% exposure, 53 km/hr windspeed
----------------------------------------------------------------------
Histogram data for exposure
----------------------------------------------------------------------
1, 14
2, 11
3, 7
4, 10
5, 11
6, 9
7, 13
8, 10
9, 13
10, 9
11, 6
12, 9
13, 6
14, 14
15, 9
16, 5
17, 10
18, 6
19, 5
20, 8
21, 8
22, 12
23, 15
24, 10
25, 13
26, 15
27, 15
28, 8
29, 6
30, 13
31, 6
32, 6
33, 8
34, 12
35, 10
36, 15
37, 7
38, 11
39, 8
40, 13
41, 10
42, 8
43, 9
44, 15
45, 10
46, 12
47, 5
48, 12
49, 8
50, 14
51, 12
52, 16
53, 14
54, 7
55, 8
56, 6
57, 11
58, 13
59, 12
60, 12
61, 12
62, 10
63, 5
64, 13
65, 8
66, 14
67, 4
68, 6
69, 5
70, 14
71, 10
72, 13
73, 8
74, 12
75, 6
76, 7
77, 4
78, 12
79, 9
80, 9
81, 16
82, 12
83, 6
84, 11
85, 9
86, 6
87, 10
88, 8
89, 8
90, 15
91, 12
92, 7
93, 10
94, 5
95, 7
96, 10
97, 12
98, 13
99, 5
100, 11
----------------------------------------------------------------------
Histogram data for speed
----------------------------------------------------------------------
1, 10
2, 19
3, 9
4, 14
5, 18
6, 16
7, 17
8, 21
9, 14
10, 27
11, 17
12, 21
13, 25
14, 19
15, 16
16, 21
17, 18
18, 23
19, 22
20, 24
21, 22
22, 16
23, 16
24, 28
25, 23
26, 17
27, 22
28, 18
29, 16
30, 24
31, 21
32, 12
33, 21
34, 23
35, 15
36, 22
37, 20
38, 15
39, 15
40, 19
41, 12
42, 12
43, 19
44, 17
45, 16
46, 18
47, 8
48, 8
49, 11
50, 10
51, 7
52, 3
53, 9
54, 9
55, 7
56, 4
57, 13
58, 9
59, 2
60, 7
61, 5
62, 6
63, 2
64, 2
65, 3
66, 2
67, 3
68, 0
69, 2
70, 2
----------------------------------------------------------------------
Bad sectors
----------------------------------------------------------------------
130, 170, 470, 500
