----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #96 38% exposure, 19 km/hr windspeed
Sector: #71 38% exposure, 32 km/hr windspeed
Sector: #64 38% exposure, 28 km/hr windspeed
Sector: #253 38% exposure, 15 km/hr windspeed
Sector: #14 38% exposure, 10 km/hr windspeed
Sector: #79 38% exposure, 33 km/hr windspeed
Sector: #109 38% exposure, 35 km/hr windspeed
Sector: #244 38% exposure, 38 km/hr windspeed
Sector: #38 38% exposure, 41 km/hr windspeed
Sector: #32 38% exposure, 44 km/hr windspeed
Sector: #469 38% exposure, 39 km/hr windspeed
Sector: #327 38% exposure, 16 km/hr windspeed
Sector: #384 38% exposure, 36 km/hr windspeed
Sector: #241 38% exposure, 10 km/hr windspeed
Sector: #15 38% exposure, 25 km/hr windspeed
Sector: #49 38% exposure, 60 km/hr windspeed
Sector: #51 38% exposure, 5 km/hr windspeed
Sector: #235 38% exposure, 14 km/hr windspeed
Sector: #423 38% exposure, 38 km/hr windspeed
Sector: #63 38% exposure, 58 km/hr windspeed
Sector: #451 39% exposure, 22 km/hr windspeed
Sector: #241 39% exposure, 5 km/hr windspeed
Sector: #293 39% exposure, 20 km/hr windspeed
Sector: #425 39% exposure, 57 km/hr windspeed
Sector: #406 39% exposure, 48 km/hr windspeed
Sector: #352 39% exposure, 23 km/hr windspeed
Sector: #113 39% exposure, 11 km/hr windspeed
Sector: #234 39% exposure, 19 km/hr windspeed
Sector: #224 39% exposure, 10 km/hr windspeed
Sector: #270 39% exposure, 57 km/hr windspeed
Sector: #461 39% exposure, 26 km/hr windspeed
Sector: #220 39% exposure, 35 km/hr windspeed
Sector: #113 39% exposure, 30 km/hr windspeed
Sector: #472 39% exposure, 29 km/hr windspeed
Sector: #315 39% exposure, 51 km/hr windspeed
Sector: #158 39% exposure, 28 km/hr windspeed
Sector: #141 39% exposure, 34 km/hr windspeed
Sector: #495 39% exposure, 17 km/hr windspeed
Sector: #336 39% exposure, 1 km/hr windspeed
Sector: #171 39% exposure, 11 km/hr windspeed
Sector: #407 39% exposure, 27 km/hr windspeed
Sector: #352 39% exposure, 18 km/hr windspeed
Sector: #305 39% exposure, 29 km/hr windspeed
Sector: #351 39% exposure, 20 km/hr windspeed
Sector: #243 39% exposure, 20 km/hr windspeed
Sector: #401 39% exposure, 16 km/hr windspeed
Sector: #342 39% exposure, 38 km/hr windspeed
Sector: #317 39% exposure, 40 km/hr windspeed
Sector: #448 39% exposure, 22 km/hr windspeed
Sector: #255 39% exposure, 33 km/hr windspeed
Sector: #307 39% exposure, 7 km/hr windspeed
Sector: #121 39% exposure, 7 km/hr windspeed
Sector: #188 39% exposure, 37 km/hr windspeed
Sector: #457 39% exposure, 33 km/hr windspeed
Sector: #42 39% exposure, 59 km/hr windspeed
Sector: #499 39% exposure, 20 km/hr windspeed
Sector: #71 39% exposure, 22 km/hr windspeed
Sector: #149 39% exposure, 67 km/hr windspeed
Sector: #478 39% exposure, 41 km/hr windspeed
Sector: #268 39% exposure, 35 km/hr windspeed
Sector: #117 39% exposure, 9 km/hr windspeed
Sector: #425 39% exposure, 64 km/hr windspeed
Sector: #14 39% exposure, 18 km/hr windspeed
Sector: #199 39% exposure, 43 km/hr windspeed
Sector: #469 39% exposure, 20 km/hr windspeed
Sector: #85 39% exposure, 45 km/hr windspeed
Sector: #291 39% exposure, 5 km/hr windspeed
Sector: #106 39% exposure, 21 km/hr windspeed
Sector: #57 39% exposure, 53 km/hr windspeed
Sector: #460 39% exposure, 13 km/hr windspeed
Sector: #66 39% exposure, 35 km/hr windspeed
Sector: #353 39% exposure, 15 km/hr windspeed
Sector: #384 39% exposure, 26 km/hr windspeed
Sector: #476 39% exposure, 17 km/hr windspeed
Sector: #37 39% exposure, 25 km/hr windspeed
Sector: #252 39% exposure, 17 km/hr windspeed
Sector: #51 39% exposure, 53 km/hr windspeed
Sector: #105 39% exposure, 48 km/hr windspeed
Sector: #382 39% exposure, 63 km/hr windspeed
Sector: #369 39% exposure, 11 km/hr windspeed
Sector: #62 39% exposure, 12 km/hr windspeed
Sector: #309 39% exposure, 3 km/hr windspeed
Sector: #479 39% exposure, 22 km/hr windspeed
Sector: #333 39% exposure, 29 km/hr windspeed
Sector: #26 39% exposure, 8 km/hr windspeed
Sector: #451 39% exposure, 11 km/hr windspeed
Sector: #203 39% exposure, 19 km/hr windspeed
Sector: #408 39% exposure, 31 km/hr windspeed
Sector: #36 39% exposure, 4 km/hr windspeed
Sector: #141 39% exposure, 30 km/hr windspeed
Sector: #201 39% exposure, 28 km/hr windspeed
Sector: #208 39% exposure, 12 km/hr windspeed
Sector: #474 39% exposure, 26 km/hr windspeed
Sector: #228 39% exposure, 17 km/hr windspeed
Sector: #322 39% exposure, 16 km/hr windspeed
Sector: #304 39% exposure, 5 km/hr windspeed
Sector: #283 39% exposure, 29 km/hr windspeed
Sector: #76 39% exposure, 36 km/hr windspeed
Sector: #252 39% exposure, 59 km/hr windspeed
Sector: #253 39% exposure, 62 km/hr windspeed
Sector: #419 39% exposure, 37 km/hr windspeed
Sector: #102 39% exposure, 31 km/hr windspeed
Sector: #499 39% exposure, 17 km/hr windspeed
Sector: #432 39% exposure, 21 km/hr windspeed
Sector: #10 39% exposure, 53 km/hr windspeed
Sector: #63 39% exposure, 40 km/hr windspeed
Sector: #304 39% exposure, 56 km/hr windspeed
Sector: #303 39% exposure, 1 km/hr windspeed
Sector: #48 39% exposure, 34 km/hr windspeed
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #56 39% exposure, 20 km/hr windspeed
Sector: #337 39% exposure, 66 km/hr windspeed
Sector: #236 39% exposure, 30 km/hr windspeed
Sector: #397 39% exposure, 25 km/hr windspeed
Sector: #28 39% exposure, 11 km/hr windspeed
Sector: #259 40% exposure, 49 km/hr windspeed
Sector: #396 40% exposure, 8 km/hr windspeed
Sector: #328 40% exposure, 26 km/hr windspeed
Sector: #17 40% exposure, 26 km/hr windspeed
Sector: #432 40% exposure, 63 km/hr windspeed
Sector: #256 40% exposure, 37 km/hr windspeed
Sector: #63 40% exposure, 45 km/hr windspeed
Sector: #299 40% exposure, 10 km/hr windspeed
Sector: #279 40% exposure, 45 km/hr windspeed
Sector: #342 40% exposure, 31 km/hr windspeed
Sector: #112 40% exposure, 7 km/hr windspeed
Sector: #299 40% exposure, 55 km/hr windspeed
Sector: #362 40% exposure, 22 km/hr windspeed
Sector: #217 40% exposure, 45 km/hr windspeed
Sector: #335 40% exposure, 22 km/hr windspeed
Sector: #299 40% exposure, 26 km/hr windspeed
Sector: #92 40% exposure, 8 km/hr windspeed
Sector: #19 40% exposure, 4 km/hr windspeed
Sector: #268 40% exposure, 8 km/hr windspeed
Sector: #229 40% exposure, 32 km/hr windspeed
Sector: #127 40% exposure, 18 km/hr windspeed
Sector: #414 40% exposure, 32 km/hr windspeed
Sector: #4 40% exposure, 51 km/hr windspeed
Sector: #34 40% exposure, 52 km/hr windspeed
Sector: #123 40% exposure, 15 km/hr windspeed
Sector: #373 40% exposure, 20 km/hr windspeed
Sector: #479 40% exposure, 16 km/hr windspeed
Sector: #452 40% exposure, 35 km/hr windspeed
Sector: #1 40% exposure, 16 km/hr windspeed
Sector: #304 40% exposure, 23 km/hr windspeed
Sector: #96 40% exposure, 59 km/hr windspeed
Sector: #51 40% exposure, 17 km/hr windspeed
Sector: #28 40% exposure, 55 km/hr windspeed
Sector: #22 40% exposure, 7 km/hr windspeed
Sector: #23 40% exposure, 35 km/hr windspeed
Sector: #195 40% exposure, 19 km/hr windspeed
Sector: #151 40% exposure, 16 km/hr windspeed
Sector: #188 40% exposure, 15 km/hr windspeed
Sector: #391 40% exposure, 23 km/hr windspeed
Sector: #143 40% exposure, 22 km/hr windspeed
Sector: #333 40% exposure, 8 km/hr windspeed
Sector: #487 40% exposure, 5 km/hr windspeed
Sector: #287 40% exposure, 17 km/hr windspeed
Sector: #262 40% exposure, 38 km/hr windspeed
Sector: #114 40% exposure, 48 km/hr windspeed
Sector: #301 40% exposure, 28 km/hr windspeed
Sector: #78 40% exposure, 50 km/hr windspeed
Sector: #387 40% exposure, 32 km/hr windspeed
Sector: #7 40% exposure, 20 km/hr windspeed
Sector: #412 40% exposure, 4 km/hr windspeed
Sector: #438 40% exposure, 22 km/hr windspeed
Sector: #379 40% exposure, 54 km/hr windspeed
Sector: #240 40% exposure, 13 km/hr windspeed
Sector: #256 40% exposure, 1 km/hr windspeed
Sector: #308 40% exposure, 20 km/hr windspeed
Sector: #7 40% exposure, 49 km/hr windspeed
Sector: #269 40% exposure, 23 km/hr windspeed
Sector: #388 40% exposure, 20 km/hr windspeed
Sector: #248 40% exposure, 9 km/hr windspeed
Sector: #164 40% exposure, 14 km/hr windspeed
Sector: #466 40% exposure, 23 km/hr windspeed
Sector: #236 40% exposure, 37 km/hr windspeed
Sector: #57 40% exposure, 1 km/hr windspeed
Sector: #254 40% exposure, 26 km/hr windspeed
Sector: #154 40% exposure, 24 km/hr windspeed
Sector: #174 40% exposure, 19 km/hr windspeed
Sector: #332 40% exposure, 18 km/hr windspeed
Sector: #445 40% exposure, 48 km/hr windspeed
Sector: #243 40% exposure, 3 km/hr windspeed
Sector: #272 40% exposure, 14 km/hr windspeed
Sector: #94 40% exposure, 54 km/hr windspeed
Sector: #297 40% exposure, 25 km/hr windspeed
Sector: #97 40% exposure, 53 km/hr windspeed
Sector: #336 40% exposure, 22 km/hr windspeed
Sector: #183 40% exposure, 67 km/hr windspeed
Sector: #493 40% exposure, 28 km/hr windspeed
Sector: #368 40% exposure, 41 km/hr windspeed
Sector: #393 40% exposure, 37 km/hr windspeed
Sector: #13 40% exposure, 21 km/hr windspeed
Sector: #18 40% exposure, 22 km/hr windspeed
Sector: #366 40% exposure, 38 km/hr windspeed
Sector: #435 40% exposure, 58 km/hr windspeed
Sector: #292 40% exposure, 15 km/hr windspeed
Sector: #474 40% exposure, 22 km/hr windspeed
Sector: #458 40% exposure, 2 km/hr windspeed
Sector: #151 40% exposure, 17 km/hr windspeed
Sector: #438 40% exposure, 10 km/hr windspeed
Sector: #416 40% exposure, 4 km/hr windspeed
Sector: #156 40% exposure, 39 km/hr windspeed
Sector: #282 40% exposure, 7 km/hr windspeed
Sector: #309 40% exposure, 48 km/hr windspeed
Sector: #191 40% exposure, 49 km/hr windspeed
Sector: #199 40% exposure, 49 km/hr windspeed
Sector: #193 40% exposure, 36 km/hr windspeed
Sector: #42 40% exposure, 18 km/hr windspeed
Sector: #418 40% exposure, 46 km/hr windspeed
Sector: #248 40% exposure, 24 km/hr windspeed
Sector: #133 40% exposure, 1 km/hr windspeed
Sector: #474 40% exposure, 20 km/hr windspeed
Sector: #485 40% exposure, 21 km/hr windspeed
Sector: #247 40% exposure, 66 km/hr windspeed
Sector: #389 40% exposure, 50 km/hr windspeed
Sector: #404 40% exposure, 42 km/hr windspeed
Sector: #12 40% exposure, 12 km/hr windspeed
Sector: #371 40% exposure, 24 km/hr windspeed
Sector: #128 40% exposure, 38 km/hr windspeed
Sector: #99 40% exposure, 50 km/hr windspeed
Sector: #394 40% exposure, 57 km/hr windspeed
Sector: #272 40% exposure, 30 km/hr windspeed
Sector: #302 40% exposure, 43 km/hr windspeed
Sector: #298 40% exposure, 2 km/hr windspeed
Sector: #254 40% exposure, 40 km/hr windspeed
Sector: #474 40% exposure, 51 km/hr windspeed
Sector: #164 40% exposure, 11 km/hr windspeed
Sector: #225 41% exposure, 6 km/hr windspeed
Sector: #62 41% exposure, 34 km/hr windspeed
Sector: #85 41% exposure, 30 km/hr windspeed
Sector: #146 41% exposure, 26 km/hr windspeed
Sector: #382 41% exposure, 42 km/hr windspeed
Sector: #168 41% exposure, 7 km/hr windspeed
Sector: #323 41% exposure, 33 km/hr windspeed
Sector: #353 41% exposure, 25 km/hr windspeed
Sector: #269 41% exposure, 24 km/hr windspeed
Sector: #136 41% exposure, 25 km/hr windspeed
Sector: #389 41% exposure, 8 km/hr windspeed
Sector: #227 41% exposure, 56 km/hr windspeed
Sector: #5 41% exposure, 23 km/hr windspeed
Sector: #467 41% exposure, 38 km/hr windspeed
Sector: #473 41% exposure, 22 km/hr windspeed
Sector: #147 41% exposure, 28 km/hr windspeed
Sector: #90 41% exposure, 5 km/hr windspeed
Sector: #28 41% exposure, 3 km/hr windspeed
Sector: #148 41% exposure, 48 km/hr windspeed
Sector: #197 41% exposure, 5 km/hr windspeed
Sector: #351 41% exposure, 32 km/hr windspeed
Sector: #136 41% exposure, 9 km/hr windspeed
Sector: #188 41% exposure, 15 km/hr windspeed
Sector: #7 41% exposure, 22 km/hr windspeed
Sector: #354 41% exposure, 48 km/hr windspeed
Sector: #323 41% exposure, 15 km/hr windspeed
Sector: #171 41% exposure, 44 km/hr windspeed
Sector: #218 41% exposure, 15 km/hr windspeed
Sector: #485 41% exposure, 20 km/hr windspeed
Sector: #97 41% exposure, 7 km/hr windspeed
Sector: #379 41% exposure, 38 km/hr windspeed
Sector: #471 41% exposure, 47 km/hr windspeed
Sector: #458 41% exposure, 13 km/hr windspeed
Sector: #392 41% exposure, 36 km/hr windspeed
Sector: #374 41% exposure, 4 km/hr windspeed
Sector: #395 41% exposure, 8 km/hr windspeed
Sector: #485 41% exposure, 15 km/hr windspeed
Sector: #355 41% exposure, 48 km/hr windspeed
Sector: #386 41% exposure, 9 km/hr windspeed
Sector: #214 41% exposure, 25 km/hr windspeed
Sector: #299 41% exposure, 10 km/hr windspeed
Sector: #328 41% exposure, 13 km/hr windspeed
Sector: #348 41% exposure, 19 km/hr windspeed
Sector: #359 41% exposure, 21 km/hr windspeed
Sector: #191 41% exposure, 14 km/hr windspeed
Sector: #477 41% exposure, 18 km/hr windspeed
Sector: #28 41% exposure, 37 km/hr windspeed
Sector: #412 41% exposure, 67 km/hr windspeed
Sector: #141 41% exposure, 62 km/hr windspeed
Sector: #14 41% exposure, 21 km/hr windspeed
Sector: #93 41% exposure, 18 km/hr windspeed
Sector: #215 41% exposure, 18 km/hr windspeed
Sector: #112 41% exposure, 60 km/hr windspeed
Sector: #315 41% exposure, 31 km/hr windspeed
Sector: #158 41% exposure, 19 km/hr windspeed
Sector: #40 41% exposure, 37 km/hr windspeed
Sector: #357 41% exposure, 32 km/hr windspeed
Sector: #163 41% exposure, 15 km/hr windspeed
Sector: #402 41% exposure, 2 km/hr windspeed
Sector: #211 41% exposure, 37 km/hr windspeed
Sector: #442 41% exposure, 11 km/hr windspeed
Sector: #437 41% exposure, 25 km/hr windspeed
Sector: #328 41% exposure, 42 km/hr windspeed
Sector: #362 41% exposure, 16 km/hr windspeed
Sector: #136 41% exposure, 5 km/hr windspeed
Sector: #429 41% exposure, 3 km/hr windspeed
Sector: #103 41% exposure, 17 km/hr windspeed
Sector: #398 41% exposure, 4 km/hr windspeed
Sector: #363 41% exposure, 54 km/hr windspeed
Sector: #350 41% exposure, 13 km/hr windspeed
Sector: #196 41% exposure, 28 km/hr windspeed
Sector: #78 41% exposure, 24 km/hr windspeed
Sector: #142 41% exposure, 62 km/hr windspeed
Sector: #79 41% exposure, 39 km/hr windspeed
Sector: #435 41% exposure, 55 km/hr windspeed
Sector: #57 41% exposure, 45 km/hr windspeed
Sector: #276 41% exposure, 56 km/hr windspeed
Sector: #382 41% exposure, 7 km/hr windspeed
Sector: #192 41% exposure, 25 km/hr windspeed
Sector: #438 41% exposure, 17 km/hr windspeed
Sector: #138 41% exposure, 17 km/hr windspeed
Sector: #382 41% exposure, 54 km/hr windspeed
Sector: #159 41% exposure, 17 km/hr windspeed
Sector: #380 41% exposure, 17 km/hr windspeed
Sector: #304 41% exposure, 23 km/hr windspeed
Sector: #366 41% exposure, 35 km/hr windspeed
Sector: #103 41% exposure, 32 km/hr windspeed
Sector: #171 41% exposure, 30 km/hr windspeed
Sector: #455 41% exposure, 40 km/hr windspeed
Sector: #333 41% exposure, 14 km/hr windspeed
Sector: #137 41% exposure, 24 km/hr windspeed
Sector: #438 41% exposure, 32 km/hr windspeed
Sector: #226 41% exposure, 25 km/hr windspeed
Sector: #306 41% exposure, 19 km/hr windspeed
Sector: #248 41% exposure, 9 km/hr windspeed
Sector: #286 41% exposure, 44 km/hr windspeed
Sector: #49 41% exposure, 24 km/hr windspeed
Sector: #313 41% exposure, 8 km/hr windspeed
Sector: #384 41% exposure, 13 km/hr windspeed
Sector: #157 41% exposure, 16 km/hr windspeed
Sector: #406 41% exposure, 36 km/hr windspeed
Sector: #121 41% exposure, 15 km/hr windspeed
Sector: #386 41% exposure, 3 km/hr windspeed
Sector: #212 41% exposure, 20 km/hr windspeed
Sector: #2 41% exposure, 45 km/hr windspeed
Sector: #348 41% exposure, 24 km/hr windspeed
Sector: #167 41% exposure, 44 km/hr windspeed
Sector: #366 42% exposure, 16 km/hr windspeed
Sector: #380 42% exposure, 14 km/hr windspeed
Sector: #77 42% exposure, 21 km/hr windspeed
Sector: #63 42% exposure, 20 km/hr windspeed
Sector: #334 42% exposure, 18 km/hr windspeed
Sector: #487 42% exposure, 19 km/hr windspeed
Sector: #493 42% exposure, 38 km/hr windspeed
Sector: #228 42% exposure, 20 km/hr windspeed
Sector: #389 42% exposure, 38 km/hr windspeed
Sector: #311 42% exposure, 10 km/hr windspeed
Sector: #336 42% exposure, 42 km/hr windspeed
Sector: #344 42% exposure, 43 km/hr windspeed
Sector: #378 42% exposure, 6 km/hr windspeed
Sector: #17 42% exposure, 36 km/hr windspeed
Sector: #176 42% exposure, 10 km/hr windspeed
Sector: #122 42% exposure, 36 km/hr windspeed
Sector: #82 42% exposure, 3 km/hr windspeed
Sector: #40 42% exposure, 51 km/hr windspeed
Sector: #141 42% exposure, 13 km/hr windspeed
Sector: #488 42% exposure, 18 km/hr windspeed
Sector: #177 42% exposure, 59 km/hr windspeed
Sector: #59 42% exposure, 47 km/hr windspeed
Sector: #472 42% exposure, 13 km/hr windspeed
Sector: #468 42% exposure, 4 km/hr windspeed
Sector: #323 42% exposure, 51 km/hr windspeed
Sector: #206 42% exposure, 8 km/hr windspeed
Sector: #67 42% exposure, 18 km/hr windspeed
Sector: #323 42% exposure, 55 km/hr windspeed
Sector: #209 42% exposure, 24 km/hr windspeed
Sector: #419 42% exposure, 38 km/hr windspeed
Sector: #489 42% exposure, 66 km/hr windspeed
Sector: #371 42% exposure, 32 km/hr windspeed
Sector: #79 42% exposure, 37 km/hr windspeed
Sector: #21 42% exposure, 3 km/hr windspeed
Sector: #168 42% exposure, 55 km/hr windspeed
Sector: #365 42% exposure, 37 km/hr windspeed
Sector: #96 42% exposure, 3 km/hr windspeed
Sector: #236 42% exposure, 70 km/hr windspeed
Sector: #238 42% exposure, 37 km/hr windspeed
Sector: #405 42% exposure, 9 km/hr windspeed
Sector: #498 42% exposure, 19 km/hr windspeed
Sector: #162 42% exposure, 14 km/hr windspeed
Sector: #484 42% exposure, 40 km/hr windspeed
Sector: #44 42% exposure, 23 km/hr windspeed
Sector: #432 42% exposure, 7 km/hr windspeed
Sector: #197 42% exposure, 36 km/hr windspeed
Sector: #485 42% exposure, 22 km/hr windspeed
Sector: #441 42% exposure, 42 km/hr windspeed
Sector: #289 42% exposure, 22 km/hr windspeed
Sector: #376 42% exposure, 11 km/hr windspeed
Sector: #83 42% exposure, 44 km/hr windspeed
Sector: #456 42% exposure, 18 km/hr windspeed
Sector: #95 42% exposure, 38 km/hr windspeed
Sector: #443 42% exposure, 7 km/hr windspeed
Sector: #41 42% exposure, 9 km/hr windspeed
Sector: #302 42% exposure, 38 km/hr windspeed
Sector: #414 42% exposure, 14 km/hr windspeed
Sector: #448 42% exposure, 48 km/hr windspeed
Sector: #10 42% exposure, 19 km/hr windspeed
Sector: #191 42% exposure, 20 km/hr windspeed
Sector: #183 42% exposure, 58 km/hr windspeed
Sector: #140 42% exposure, 11 km/hr windspeed
Sector: #389 42% exposure, 42 km/hr windspeed
Sector: #216 42% exposure, 18 km/hr windspeed
Sector: #306 42% exposure, 7 km/hr windspeed
Sector: #44 42% exposure, 41 km/hr windspeed
Sector: #203 42% exposure, 22 km/hr windspeed
Sector: #186 42% exposure, 19 km/hr windspeed
Sector: #466 42% exposure, 34 km/hr windspeed
Sector: #16 42% exposure, 10 km/hr windspeed
Sector: #169 42% exposure, 50 km/hr windspeed
Sector: #133 42% exposure, 49 km/hr windspeed
Sector: #151 42% exposure, 63 km/hr windspeed
Sector: #365 42% exposure, 54 km/hr windspeed
Sector: #364 42% exposure, 46 km/hr windspeed
Sector: #340 42% exposure, 17 km/hr windspeed
Sector: #386 42% exposure, 30 km/hr windspeed
Sector: #366 42% exposure, 22 km/hr windspeed
Sector: #348 42% exposure, 30 km/hr windspeed
Sector: #384 42% exposure, 67 km/hr windspeed
Sector: #65 42% exposure, 7 km/hr windspeed
Sector: #202 42% exposure, 40 km/hr windspeed
Sector: #423 42% exposure, 15 km/hr windspeed
Sector: #305 42% exposure, 22 km/hr windspeed
Sector: #329 42% exposure, 5 km/hr windspeed
Sector: #39 42% exposure, 8 km/hr windspeed
Sector: #153 42% exposure, 15 km/hr windspeed
Sector: #193 42% exposure, 49 km/hr windspeed
Sector: #179 42% exposure, 45 km/hr windspeed
Sector: #102 42% exposure, 41 km/hr windspeed
Sector: #372 42% exposure, 7 km/hr windspeed
Sector: #255 42% exposure, 24 km/hr windspeed
Sector: #106 42% exposure, 15 km/hr windspeed
